-6.26083;Grafton Street;place;Miss Dunne;allusion
-6.26078;College Green;place;Henry Grattan;allusion
-6.26078;College Green;place;Charles Dickens;allusion
-6.26078;College Green;place;Marian Halcombe;allusion
-6.26078;College Green;place;Mary Cecil Haye;allusion
-6.26078;College Green;place;King William III;allusion
-6.26078;College Green;place;CW Murphy and Dan Lipton;allusion
-6.26078;College Green;place;Trinity College Porters;allusion
-6.27049;8 Ormond Quay Upper;place;Greek Mythology;allusion
-6.27049;8 Ormond Quay Upper;place;St. Mary's Abbey;allusion
-6.27049;8 Ormond Quay Upper;place;Bank of Ireland;allusion
-6.27049;8 Ormond Quay Upper;place;Judaisim;allusion
-6.26429;Merchant's Arch;place;Edward Fitzball;allusion
-6.26830;Wellington Quay;place;Catholicism;allusion
-6.26830;Wellington Quay;place;Charles Cameron;allusion
-6.26640;42 Camden Street Lower;place;Michael William Balfe;allusion
-6.26640;42 Camden Street Lower;place;Bible;allusion
-6.26640;42 Camden Street Lower;place;Maria Monk;allusion
-6.26640;42 Camden Street Lower;place;Aristotle;allusion
-6.26640;42 Camden Street Lower;place;Sacher-Masoch;allusion
-6.26640;42 Camden Street Lower;place;James Lovebirch;allusion
-6.26640;42 Camden Street Lower;place;The Four Courts;allusion
-6.26215;25 Bachelor's Walk;place;Lacquey;allusion
-6.26215;25 Bachelor's Walk;place;Dilly;allusion
-6.26215;25 Bachelor's Walk;place;Mr. Dedalus;allusion
-6.26215;25 Bachelor's Walk;place;Mr. Dedalus;allusion
-6.26215;25 Bachelor's Walk;place;Dilly;allusion
-6.26215;25 Bachelor's Walk;place;Christianity;allusion
-6.26215;25 Bachelor's Walk;place;St. Monica's Widow's Almshouse;allusion
-6.26841;Dame Street;place;Henry James;allusion
-6.26047;O'Connell Bridge;place;Bishop Berkeley;allusion
-6.26047;O'Connell Bridge;place;Robert Emmet;allusion
-6.26047;O'Connell Bridge;place;Catholicism;allusion
-6.28995;Watling Street;place;Guinness;allusion
-6.28995;Watling Street;place;John Milton;allusion
-6.28995;Watling Street;place;Orientalism;allusion
-6.28541;Island Street;place;Jonah Barrington;allusion
-6.28541;Island Street;place;Lord Edward Fitzgerald;allusion
-6.28541;Island Street;place;John Kells Ingram;allusion
-6.28541;Island Street;place;The Croppy Boy;allusion
-6.26184;Fleet Street;place;James Lane Allen;allusion
-6.26184;Fleet Street;place;Matthew Arnold;allusion
-6.26321;Bedford Row;place;Shakespeare;allusion
-6.26321;Bedford Row;place;boxing;allusion
-6.26321;Bedford Row;place;French of Abbe Mounin;allusion
-6.26321;Bedford Row;place;Bible;allusion
-6.26321;Bedford Row;place;Judaism;allusion
-6.26321;Bedford Row;place;Bible;allusion
-6.27069;Mary's Abbey;place;St. Mary's Abbey;allusion
-6.27167;Christchurch Place;place;Matabele;allusion
-6.27167;Christchurch Place;place;James Walshe;allusion
-6.27031;Lord Edward Street;place;Christianity;allusion
-6.27017;Parliament Street;place;Henry Clay;allusion
-6.27017;Parliament Street;place;Roman senators;allusion
-6.27017;Parliament Street;place;Giovanni Pietro Pinamonti;allusion
-6.27017;Parliament Street;place;Knight Grand Cross of Royal Victorian Order;allusion
-6.26467;33 Dame Street;place;Shakespeare;allusion
-6.26924;Nelson Street;place;Swinburne;allusion
-6.26924;Nelson Street;place;Swinburne;allusion
-6.26924;Nelson Street;place;Julius P. Pokorny;allusion
-6.26924;Nelson Street;place;Irish Mythology;allusion
-6.26147;Wicklow Street;place;boxing;allusion
-6.26147;Wicklow Street;place;Robert Fitzsimmons;allusion
-6.26147;Wicklow Street;place;James John Corbett;allusion
-6.27252;Ormond Quay Upper;place;English law;allusion
-6.23933;Northumberland Road;place;Queen Victoria and Prince Albert;allusion
